paper_id,claim,figure_id,title,caption,local_image_path,url,class
PMC12386565,"Open in a new tab
Absolute frequency of geographical location of studies included.As to the year of publication, the authors chose to consider more contemporary studies, between 2014 and 2024, finding twenty-seven relevant studies, two from 2013, one from 2015, four from 2017, one from 2018, three from 2019, three from 2020, one from 2021, four from 2022, two from 2023, and more recently, in 2024, six studies were identified as significant, showing a growing awareness of climate change as a public health issue—please refer to Figure 3.",PMC12386565_figure_2,Figure 2.,Absolute frequency of geographical location of studies included.,./data/PMC12386565/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/54d8/12386565/41de74e646a6/ijerph-22-01177-g002.jpg,NEUTRAL
PMC12386565,"Three papers aimed to provide for and evaluate sustainability exemplars in nursing settings (9,10,21), two focused on advocating for healthy learning environments and disaster nursing education, with a focus on nursing curricular preparedness (15,23), one aimed to add nurses‘ voices to the public and political discourse on CC (8), and one (26) aimed to investigate the effectiveness of CC mitigation strategies—please refer to Figure 4.",PMC12386565_figure_2,Figure 2.,Absolute frequency of geographical location of studies included.,./data/PMC12386565/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/54d8/12386565/41de74e646a6/ijerph-22-01177-g002.jpg,NEUTRAL
PMC12386565,"Population
As confirmed by Figure 5 presented below, the authors identified seventeen papers (1,7,11–13,15–25,27) that refer to nurses in general, with five studies (1,4,9,10,27) directed towards nurse lecturers and nurse educators and three to nurse leaders or coordinators (1,14,23), whilst all other papers targeted a population of ambulatory care nurses (2), health educators and promotors (26), pediatric nurses (8), public health nurses (5), or other advanced practice registered nurses (6).",PMC12386565_figure_1,Figure 1.,"Flow diagram for scoping review process adapted from PRISMA statement by Tricco, Moher, and colleagues [29].",./data/PMC12386565/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/54d8/12386565/aa8b40e9ac49/ijerph-22-01177-g001.jpg,NEUTRAL
PMC12386565,"As to the year of publication, the authors chose to consider more contemporary studies, between 2014 and 2024, finding twenty-seven relevant studies, two from 2013, one from 2015, four from 2017, one from 2018, three from 2019, three from 2020, one from 2021, four from 2022, two from 2023, and more recently, in 2024, six studies were identified as significant, showing a growing awareness of climate change as a public health issue—please refer to Figure 3.",PMC12386565_figure_2,Figure 2.,Absolute frequency of geographical location of studies included.,./data/PMC12386565/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/54d8/12386565/41de74e646a6/ijerph-22-01177-g002.jpg,NEUTRAL
PMC12386565,"As confirmed by Figure 5 presented below, the authors identified seventeen papers (1,7,11–13,15–25,27) that refer to nurses in general, with five studies (1,4,9,10,27) directed towards nurse lecturers and nurse educators and three to nurse leaders or coordinators (1,14,23), whilst all other papers targeted a population of ambulatory care nurses (2), health educators and promotors (26), pediatric nurses (8), public health nurses (5), or other advanced practice registered nurses (6).",PMC12386565_figure_4,Figure 4.,Absolute frequency for aims observed in studies included.,./data/PMC12386565/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/54d8/12386565/4d3096ce8fa9/ijerph-22-01177-g004.jpg,NEUTRAL
PMC10444918,All utility values predicted using these coefficients were divided by 100 before the predicted relationship was estimated (shown in Fig. 1).,PMC10444918_figure_2,Fig. 2.,EQ-5D-3L marginal means for carers. *There was no separation by STP use as STP was not a significant covariate,./data/PMC10444918/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/bfd5/10444918/79801f1a3dae/40120_2023_510_Fig2_HTML.jpg,NEUTRAL
PMC10444918,"With the quantified and adjusted relationship between patient characteristics and patient EQ-5D-Y score calculated through the regression analysis, a patient’s utility score was predicted for each SFD (Fig. 1) to visualise how a patient’s EQ-5D-Y score may vary with an increase in the number of SFDs.",PMC10444918_figure_2,Fig. 2.,EQ-5D-3L marginal means for carers. *There was no separation by STP use as STP was not a significant covariate,./data/PMC10444918/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/bfd5/10444918/79801f1a3dae/40120_2023_510_Fig2_HTML.jpg,NEUTRAL
PMC10444918,"All utility values predicted using these coefficients were divided by 100 before the predicted relationship was estimated (shown in Fig. 1)The carer linear panel model showed that frequency of SFDs per 28 days was a significant predictor of QoL (gain in EQ-5D-3L utility of 0.014 per additional SFD, p < 0.001, where the coefficient was divided by 100).",PMC10444918_figure_2,Fig. 2.,EQ-5D-3L marginal means for carers. *There was no separation by STP use as STP was not a significant covariate,./data/PMC10444918/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/bfd5/10444918/79801f1a3dae/40120_2023_510_Fig2_HTML.jpg,NEUTRAL
PMC10444918,"As with the patient model, given the model coefficients estimated by the linear panel fixed-effects model, the relationship was used to predict a carer utility score for each SFD that a patient experienced (Fig. 2).",PMC10444918_figure_1,Fig. 1.,EQ-5D marginal means for patients who do (Study 2) and do not (Study 1) take concomitant stiripentol,./data/PMC10444918/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/bfd5/10444918/767e49b50ce5/40120_2023_510_Fig1_HTML.jpg,NEUTRAL
PMC12316108,"As an awardee stated, the program has brought “recognition that the needs and interests of the territories are different.”Disseminating findings through academic and local channels
Figure 1 shows that awardees disseminated their research through academic and local channels post-award, with 96% preparing scholarly publications or presentations and 83% sharing results with community partners.",PMC12316108_figure_3,FIGURE 3.,"Investigators Based in US Territories, Students, or Early Career Scholars Supported by a Public Health Disaster Research Award. Note. aThe “other” category includes academics who are more than 3 years post-degree and other practitioners or professionals who work outside of academia.",./data/PMC12316108/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/9c1e/12316108/ba434fa092ed/jpump-31-0600-g003.jpg,NEUTRAL
PMC12316108,"Teams with practitioners are defined as having at least 1 member from a government agency or nonprofit. cThe “other” category in Panel 1 includes researchers from business, the humanities, law, medicine, or nursing.The second panel in Figure 2 shows how awardees formed interdisciplinary, convergence-based teams.",PMC12316108_figure_1,FIGURE 1.,"Post-Award Research Dissemination Activities by Public Health Disaster Research Award Recipients. Note. aDissemination through academic channels was defined as meeting one or both of the following conditions: (1) publishing a journal article, book, book chapter, and/or scholarly report, or (2) presenting at an academic conference or webinar. bDissemination through local channels was defined as sharing research results with local groups or institutions in the study site. cCommunity groups were defined on the survey as either groups of community members or community-based organizations.",./data/PMC12316108/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/9c1e/12316108/dd1970bcc0e4/jpump-31-0600-g001.jpg,NEUTRAL
PMC12316108,"As Figure 3 shows, 82 investigators—62%—were based in the islands and nearly half (46%) were junior professionals, including 55 students and 13 early career scholars.",PMC12316108_figure_1,FIGURE 1.,"Post-Award Research Dissemination Activities by Public Health Disaster Research Award Recipients. Note. aDissemination through academic channels was defined as meeting one or both of the following conditions: (1) publishing a journal article, book, book chapter, and/or scholarly report, or (2) presenting at an academic conference or webinar. bDissemination through local channels was defined as sharing research results with local groups or institutions in the study site. cCommunity groups were defined on the survey as either groups of community members or community-based organizations.",./data/PMC12316108/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/9c1e/12316108/dd1970bcc0e4/jpump-31-0600-g001.jpg,NEUTRAL
PMC12316108,"Disseminating findings through academic and local channels
Figure 1 shows that awardees disseminated their research through academic and local channels post-award, with 96% preparing scholarly publications or presentations and 83% sharing results with community partners.",PMC12316108_figure_3,FIGURE 3.,"Investigators Based in US Territories, Students, or Early Career Scholars Supported by a Public Health Disaster Research Award. Note. aThe “other” category includes academics who are more than 3 years post-degree and other practitioners or professionals who work outside of academia.",./data/PMC12316108/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/9c1e/12316108/ba434fa092ed/jpump-31-0600-g003.jpg,NEUTRAL
PMC12316108,"Figure 1 shows that awardees disseminated their research through academic and local channels post-award, with 96% preparing scholarly publications or presentations and 83% sharing results with community partners.",PMC12316108_figure_3,FIGURE 3.,"Investigators Based in US Territories, Students, or Early Career Scholars Supported by a Public Health Disaster Research Award. Note. aThe “other” category includes academics who are more than 3 years post-degree and other practitioners or professionals who work outside of academia.",./data/PMC12316108/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/9c1e/12316108/ba434fa092ed/jpump-31-0600-g003.jpg,NEUTRAL
PMC8943845,"Given the abundance of non-perennial streams both within the U.S. (Figure 1) and globally [11], and the prospect of declining stream flows in the future [16,27,28], accurately characterizing streamflow permanence represents a major challenge to understanding water availability now and throughout the 21st century [24,25].",PMC8943845_figure_4,Figure 4.,"Time series of surface water presence observations colored by source. Note, only CrowdWater observations located in the United States and shown in Figure 3 are included here. McShane et al. [53] and York et al. [54] are flow/no flow observation datasets originally aggregated from several local, state, tribal, and federal agencies to support PROSPER model development.",./data/PMC8943845/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/fc1f/8943845/ce35f20ad673/nihms-1727490-f0004.jpg,NEUTRAL
PMC8943845,"Consequently, there have been several recent calls to fill this critical data gap [29–31], with van Meerveld et al. [31] aptly likening the lack of knowledge of non-perennial headwater streams to, “a puzzle with most pieces still under the carpet.”
Figure 1.",PMC8943845_figure_5,Figure 5.,"Examples of the challenge of assigning field observation to a stream network, in this case, the NHD High Resolution flowline and NHD High Resolution flow accumulation stream grid. Red triangles are original points, pink triangles are the point snapped to the closest NHD High Resolution flowline, and green triangles are the final processed locations on the NHD High Resolution flowlines and flow accumulation derived stream grid network. (a) An observation collected near a valley bottom is near the mainstem and a tributary that intersects the road. (b) Inset of (a). The original point is closer to the mainstem NHD flowline, though the snapping distance to the tributary is nearly equal. Information interpreted from the FLOwPER field form indicates that the observation should be assigned to the tributary. (c) Two observations collected in the headwaters along a road. (d) Inset of (c). The two original points are both closest to the flowline to the east. However, information interpreted from the FLOwPER field form and interpretation of the map indicate that the western observation should be assigned to the western tributary.",./data/PMC8943845/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/fc1f/8943845/2c41fd12df2e/nihms-1727490-f0005.jpg,NEUTRAL
PMC8943845,"As of June 2020, the federal policy defining WOTUS (“Navigable Waters Protection Rule,” [9]) considers jurisdictional tributaries as those that are perennial or intermittent (Table 1) and contribute surface water flow to a traditional navigable water or territorial sea in a typical year (Figure 2).",PMC8943845_figure_3,Figure 3.,"Map (a) of USGS NHDPlus V2.1 stream gaging network in CONUS [52] and wet/dry observations aggregated from stream survey incidental information [53,54], EPA probabilistic stream surveys, dedicated streamflow permanence surveys via mobile applications CrowdWater [55], Stream Tracker [56], and FLOwPER [57,58], and EPA probabilistic stream surveys (NRSA 2008–2009 and 2013–2014, WSA-Western EMAP 2000–2004, EMAP Mid-Atlantic Highlands Assessment 1993–1996, Mid-Atlantic Integrated Assessment 1997–1998, Kansas Regional EMAP 2001, and Eastern Cornbelt Regional EMAP 1995) [59], and density plots (b) of wet/dry observations, gages, and NHDPlus V2.1 flowlines in CONUS [52] drainage areas less than 100 km2.",./data/PMC8943845/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/fc1f/8943845/61699e1565cd/nihms-1727490-f0003.jpg,NEUTRAL
PMC8943845,"The rule includes upstream perennial and intermittent streams that have connections to downstream WOTUS through ephemeral streams or breaks, but only if the connecting ephemeral stream carries flow in a typical year (Figure 2c), otherwise the upstream perennial and intermittent streams are excluded from WOTUS (Figure 2d, [8]).",PMC8943845_figure_5,Figure 5.,"Examples of the challenge of assigning field observation to a stream network, in this case, the NHD High Resolution flowline and NHD High Resolution flow accumulation stream grid. Red triangles are original points, pink triangles are the point snapped to the closest NHD High Resolution flowline, and green triangles are the final processed locations on the NHD High Resolution flowlines and flow accumulation derived stream grid network. (a) An observation collected near a valley bottom is near the mainstem and a tributary that intersects the road. (b) Inset of (a). The original point is closer to the mainstem NHD flowline, though the snapping distance to the tributary is nearly equal. Information interpreted from the FLOwPER field form indicates that the observation should be assigned to the tributary. (c) Two observations collected in the headwaters along a road. (d) Inset of (c). The two original points are both closest to the flowline to the east. However, information interpreted from the FLOwPER field form and interpretation of the map indicate that the western observation should be assigned to the western tributary.",./data/PMC8943845/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/fc1f/8943845/2c41fd12df2e/nihms-1727490-f0005.jpg,NEUTRAL
PMC8943845,"Here, we highlight that the particular details on surface flow timing and spatial configuration of flowing and nonflowing stream segments relative to each other (e.g., Figure 2c,d) further underscores the need for tools that include accurate mapping and modeling of surface flow presence/absence to implement policies and management decisions (e.g., jurisdictional determinations, water quality standards, riparian buffer rules) based on surface flow regime and network position.",PMC8943845_figure_3,Figure 3.,"Map (a) of USGS NHDPlus V2.1 stream gaging network in CONUS [52] and wet/dry observations aggregated from stream survey incidental information [53,54], EPA probabilistic stream surveys, dedicated streamflow permanence surveys via mobile applications CrowdWater [55], Stream Tracker [56], and FLOwPER [57,58], and EPA probabilistic stream surveys (NRSA 2008–2009 and 2013–2014, WSA-Western EMAP 2000–2004, EMAP Mid-Atlantic Highlands Assessment 1993–1996, Mid-Atlantic Integrated Assessment 1997–1998, Kansas Regional EMAP 2001, and Eastern Cornbelt Regional EMAP 1995) [59], and density plots (b) of wet/dry observations, gages, and NHDPlus V2.1 flowlines in CONUS [52] drainage areas less than 100 km2.",./data/PMC8943845/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/fc1f/8943845/61699e1565cd/nihms-1727490-f0003.jpg,NEUTRAL
PMC8943845,"Consequently, databases are often siloed within the host agency and can remain either unknown or not readily available for access outside the agency, even though they may be the only streamflow information for this part of the stream network (Figure 3).",PMC8943845_figure_5,Figure 5.,"Examples of the challenge of assigning field observation to a stream network, in this case, the NHD High Resolution flowline and NHD High Resolution flow accumulation stream grid. Red triangles are original points, pink triangles are the point snapped to the closest NHD High Resolution flowline, and green triangles are the final processed locations on the NHD High Resolution flowlines and flow accumulation derived stream grid network. (a) An observation collected near a valley bottom is near the mainstem and a tributary that intersects the road. (b) Inset of (a). The original point is closer to the mainstem NHD flowline, though the snapping distance to the tributary is nearly equal. Information interpreted from the FLOwPER field form indicates that the observation should be assigned to the tributary. (c) Two observations collected in the headwaters along a road. (d) Inset of (c). The two original points are both closest to the flowline to the east. However, information interpreted from the FLOwPER field form and interpretation of the map indicate that the western observation should be assigned to the western tributary.",./data/PMC8943845/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/fc1f/8943845/2c41fd12df2e/nihms-1727490-f0005.jpg,NEUTRAL
PMC8943845,These efforts provide an opportunity for rapid data collection over potentially extensive geographic regions as a low-cost approach toward filling this data gap to characterize streamflow permanence (Figure 3).,PMC8943845_figure_4,Figure 4.,"Time series of surface water presence observations colored by source. Note, only CrowdWater observations located in the United States and shown in Figure 3 are included here. McShane et al. [53] and York et al. [54] are flow/no flow observation datasets originally aggregated from several local, state, tribal, and federal agencies to support PROSPER model development.",./data/PMC8943845/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/fc1f/8943845/ce35f20ad673/nihms-1727490-f0004.jpg,NEUTRAL
PMC8943845,Crowdsourcing can be an effective mechanism for rapidly generating sizable datasets on streamflow permanence that rival or exceed existing datasets derived from other agency surveys (Figure 4).,PMC8943845_figure_2,Figure 2.,"Perennial streams (P) are assumed to always have flow in a typical year and are considered WOTUS (Waters of the United States) if they contribute surface water to navigable waters (a). Typical flow is defined as having precipitation that is within the 30th and 70th percentile based on the previous 30 years. Intermittent streams (I) are considered WOTUS if they contribute surface water to navigable waters in a typical year regardless of whether they are flowing (a) or dry (b). Ephemeral streams (E) are never considered WOTUS (c,d). If a perennial or intermittent stream (P/I) is flowing into an ephemeral stream that flows during a typical year, then the perennial or intermittent stream is considered WOTUS (c), whereas if a perennial or intermittent (P/I) stream is flowing into an ephemeral stream that is always dry in a typical year, that upstream stream is not considered WOTUS (d).",./data/PMC8943845/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/fc1f/8943845/a9d4c8afb7c6/nihms-1727490-f0002.jpg,NEUTRAL
PMC8943845,"Note, only CrowdWater observations located in the United States and shown in Figure 3 are included here.",PMC8943845_figure_4,Figure 4.,"Time series of surface water presence observations colored by source. Note, only CrowdWater observations located in the United States and shown in Figure 3 are included here. McShane et al. [53] and York et al. [54] are flow/no flow observation datasets originally aggregated from several local, state, tribal, and federal agencies to support PROSPER model development.",./data/PMC8943845/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/fc1f/8943845/ce35f20ad673/nihms-1727490-f0004.jpg,NEUTRAL
PMC8943845,"However, in many headwater locations, identifying the appropriate flowline or stream grid cell can be difficult, especially with an automated approach, if multiple potential stream features may be relatively close to the observation location (Figure 5).",PMC8943845_figure_2,Figure 2.,"Perennial streams (P) are assumed to always have flow in a typical year and are considered WOTUS (Waters of the United States) if they contribute surface water to navigable waters (a). Typical flow is defined as having precipitation that is within the 30th and 70th percentile based on the previous 30 years. Intermittent streams (I) are considered WOTUS if they contribute surface water to navigable waters in a typical year regardless of whether they are flowing (a) or dry (b). Ephemeral streams (E) are never considered WOTUS (c,d). If a perennial or intermittent stream (P/I) is flowing into an ephemeral stream that flows during a typical year, then the perennial or intermittent stream is considered WOTUS (c), whereas if a perennial or intermittent (P/I) stream is flowing into an ephemeral stream that is always dry in a typical year, that upstream stream is not considered WOTUS (d).",./data/PMC8943845/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/fc1f/8943845/a9d4c8afb7c6/nihms-1727490-f0002.jpg,NEUTRAL
PMC6435624,"In resistant cases, a “kissing TuLIP” technique was used with simultaneous inflation of balloons in both lumens at the same level (Fig. 2).",PMC6435624_figure_1,Fig. 1.,Contrast injection through a haemodialysis catheter in a patient with fibrin sheath formation. A filling defect is seen at the distal tip of the catheter compatible with a small associated thrombus (thick arrow). Contrast is also seen tracking cranially alongside the catheter deep to the fibrin sheath (thin arrow),./data/PMC6435624/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/ec90/6435624/43ebc7a226cc/270_2019_2189_Fig1_HTML.jpg,NEUTRAL
PMC6435624,"Open in a new tab
Magnified image from Fig. 1 on the left with pre-procedure contrast injection demonstrating contrast layering under an adherent fibrin sheath (solid long arrow) extending beyond the distal tip of the catheter (solid short arrow).",PMC6435624_figure_2,Fig. 2.,Fluoroscopic image demonstrating over the wire 0.018″ platform standard angioplasty balloons inflated in a ‘kissing’ fashion. Note the balloons are aligned with the offset positions of the distal tips of the venous (distal) and arterial (proximal) lumens (arrows),./data/PMC6435624/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/ec90/6435624/d903a48c2c9c/270_2019_2189_Fig2_HTML.jpg,NEUTRAL
PMC6435624,"Magnified image from Fig. 3 on the right in the same patient following TuLIP showing disrupted fibrin sheath with only a tiny remnant (long dashed arrow) and greatly improved contrast flow (short dashed arrow)Results
Eleven patients were treated with TuLIP (six male, five female), median age of 65 (49–85 years).",PMC6435624_figure_2,Fig. 2.,Fluoroscopic image demonstrating over the wire 0.018″ platform standard angioplasty balloons inflated in a ‘kissing’ fashion. Note the balloons are aligned with the offset positions of the distal tips of the venous (distal) and arterial (proximal) lumens (arrows),./data/PMC6435624/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/ec90/6435624/d903a48c2c9c/270_2019_2189_Fig2_HTML.jpg,NEUTRAL
PMC6435624,Magnified image from Fig. 3 on the right in the same patient following TuLIP showing disrupted fibrin sheath with only a tiny remnant (long dashed arrow) and greatly improved contrast flow (short dashed arrow).,PMC6435624_figure_2,Fig. 2.,Fluoroscopic image demonstrating over the wire 0.018″ platform standard angioplasty balloons inflated in a ‘kissing’ fashion. Note the balloons are aligned with the offset positions of the distal tips of the venous (distal) and arterial (proximal) lumens (arrows),./data/PMC6435624/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/ec90/6435624/d903a48c2c9c/270_2019_2189_Fig2_HTML.jpg,NEUTRAL
PMC6435624,Magnified image from Fig. 1 on the left with pre-procedure contrast injection demonstrating contrast layering under an adherent fibrin sheath (solid long arrow) extending beyond the distal tip of the catheter (solid short arrow).,PMC6435624_figure_2,Fig. 2.,Fluoroscopic image demonstrating over the wire 0.018″ platform standard angioplasty balloons inflated in a ‘kissing’ fashion. Note the balloons are aligned with the offset positions of the distal tips of the venous (distal) and arterial (proximal) lumens (arrows),./data/PMC6435624/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/ec90/6435624/d903a48c2c9c/270_2019_2189_Fig2_HTML.jpg,NEUTRAL
PMC6264471,"One hundred eighty-five peptides were found in all five milk samples, making up 25.7% of the total number of peptides identified in human milk (Fig 1A).",PMC6264471_figure_3,Fig 4. Distribution of amino acids at P1 and P1’ position by count.,Mean relative count of (A) P1 and (B) P1’ positions of human and bovine milk protein-derived peptides identified in five human milk and infant gastric samples distributed by amino acid.,./data/PMC6264471/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/032f/6264471/c97b4b3d0ccd/pone.0208204.g004.jpg,NEUTRAL
PMC6264471,"Three hundred ten peptides were found in all five infant gastric samples: 168 from bovine milk, 137 from human milk, and 5 that were indistinguishable (Fig 1A).",PMC6264471_figure_3,Fig 4. Distribution of amino acids at P1 and P1’ position by count.,Mean relative count of (A) P1 and (B) P1’ positions of human and bovine milk protein-derived peptides identified in five human milk and infant gastric samples distributed by amino acid.,./data/PMC6264471/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/032f/6264471/c97b4b3d0ccd/pone.0208204.g004.jpg,NEUTRAL
PMC6264471,Results are shown as mean ± standard error.The majority of the peptide content (by ion intensity) in both milk and gastric samples was accounted for by peptide sequences present in samples from all five of the infants (82.4% and 67.7% respectively) (Fig 1B).,PMC6264471_figure_4,Fig 5. Distribution of amino acids at P1 and P1’ position by ion intensity.,Mean relative ion intensity of (A) P1 and (B) P1’ positions of human and bovine milk protein-derived peptides identified in human milk and infant gastric samples distributed by amino acid.,./data/PMC6264471/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/032f/6264471/cf1ead4d19fd/pone.0208204.g005.jpg,NEUTRAL
