paper_id,claim,figure_id,title,caption,local_image_path,url,class,new_claim
PMC10003779,"**  
“Figure 3 describes the outcomes or participant characteristics associated with each intervention, not how often the individual circus activities were utilised.”",PMC10003779_figure_3,Figure 3.,Circus activities utilised in interventions.,./data/PMC10003779/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/eca4/10003779/6dad2f6652a6/jcm-12-02046-g003.jpg,CONTRADICTION,"Intervention Elements Circus Disciplines Citations Grouped by Intervention Sessions per Week (Number) Total Sessions (Number) Duration per Session (Hours) Total Dosage (Hours) Aerials Acrobatics Object Manipulation Equilibristics Clowning Agans et al., 2019 [17] Not described X 1 X X X X Barnett et al., 2020 [18]; Kiez, 2015 [36]; Kriellaars et al., 2019 [8]; Valentini et al., 2020 [74] 1–4 10–84 1 10–84 X X X X Biquet, 2014 [35] 1 ongoing program 3 X X X X Bolton, 2004 [33] 2 - X X X Bonk, 2019 [34] 1 1 1 1 X X X X Boyd et al., 2010 [42]; Gilmore et al., 2010 [45]; Rodger & Kennedy-Behr, 2017 [32]; Sakzewski et al., 2012 [60]; Sakzewski, Provan, et al., 2015 [57]; Sakzewski, Ziviani, Abbott, et al., 2011a [54], 2011b [55], 2011c [61]; Sakzewski, Ziviani, & Boyd, 2011 [53]; Sakzewski, Ziviani & Poulsen, 2015 [16]; 5 10 2 (in addition to 4 h of other activities) 20 (of circus activities) X X X Boyd et al., 2013 [41]; Miller et al., 2016 [48]; Sakzewski, Miller, et al., 2015 [56] 5 10 2 20 X X X Cadwell & Rooney, 2013 [71] ongoing program Specific circus activities not described Caldwell, 1996 [75] Not described X Candy, 2017 [20] 1 or 2 ongoing program 2.5 X X X Cohen, 2018 [43]; Smith et al., 2017 [70] ongoing programs Specific circus activities not described Csuros, 2015 [44] 1 ongoing program X X X Fernandez et al., 2018 [22] 1 10 1 10 X X Fournier et al., 2014 [4] 2 24 Specific circus activities not described Heller & Taglialatela, 2018 [6] 1 16 1 16 X X X Kinnunen et al., 2013 [69] ongoing program X X X X Kovalenko, 2018 [29] 5 ongoing program 1.5–3 X X Loiselle et al., 2019 [46] 2 48 2 96 X X X X X Maglio & McKinstry, 2008 [9] 1 10–40 1 10–40 X X X Mason, 2013 [72] 5 5 X X McCaffery, 2011 [65] 1 18 1.5–2 27–36 X X McCaffery, 2012 [64] 18 1.5 27 X X McCaffery, 2014 [63] 1 8 1.5 12 X X McCutcheon, 2003 [37] ongoing programs X X X X X McGrath & Stevens, 2019 [47] 1 20 1 20 X X X Momesso dos Santos et al., 2015 [49] 2 38 1 38 X X X Neave et al., 2020 [50] 1 18 1 18 X X X X O’Donnell, n.d. [66] 1 1 X X X X Ott, 2005 [38] 2 ongoing program 2 X X X X X Pompe, 2021 [30] ongoing program X X Rappaport, 2014 [73] 1–2 0.75–1.25 X X X X X Rivard et al., 2010 [51] 1–2 ongoing program X X Sahli et al., 2013 [52] 2 ongoing program 2 X X Seay, 2004 [39] Not described X X X Seymour, 2012 [40] 1 ongoing program X X X X Seymour & Wise, 2017 [58] 1 X X X Spiegel et al., 2015 [59] Not described Specific circus activities not described Stevens et al., 2019 [14] ongoing program X X X Taylor & Taylor, 2004 [62] 3 ongoing program 1 X X Trotman, 2013a [67] 1 8 1.5 12 X X X Trotman, 2013b [68] 1 ongoing program 1 X X Van Es et al., 2021 [21] 2 16 5 80 X X X X 1 X denotes the circus activity was described as part of the intervention."
PMC10003779,Figure 4 describes the “What” [3] or content [23] of the interventions.,PMC10003779_figure_4,Figure 4.,Settings utilised in circus interventions.,./data/PMC10003779/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/eca4/10003779/2441210bff3a/jcm-12-02046-g004.jpg,CONTRADICTION,Circus activities utilised in interventions.Figure 4 describes the “Where” or context of the interventions.
PMC10003779,The outcomes aiming to enhance health and well-being were consistent across all participant characteristics (as described earlier in this paper) and cannot be categorised into physical and/or social-emotional outcomes (see Figure 5 and Appendix E for details relating to extracted outcomes).,PMC10003779_figure_5,Figure 5.,Categorisation of outcomes of circus interventions.,./data/PMC10003779/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/eca4/10003779/6c55a0d6679c/jcm-12-02046-g005.jpg,CONTRADICTION,The outcomes aiming to enhance health and well-being varied depending on the characteristics of the participants but can be categorised into physical and/or social-emotional outcomes.
PMC10007543,"The proposed approach includes more than two essential parts, including offline training and online operation, as seen in Figure 1.",PMC10007543_figure_1,Figure 1.,The online and offline phases of the scheme.,./data/PMC10007543/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/f7a1f8a109b4/sensors-23-02663-g001.jpg,CONTRADICTION,"Details of the Scheme The proposed approach includes two essential parts, offline training, and online operation,"
PMC10007543,"The proposed approach includes additional components beyond offline training and online operation, as seen in Figure 1.",PMC10007543_figure_1,Figure 1.,The online and offline phases of the scheme.,./data/PMC10007543/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/f7a1f8a109b4/sensors-23-02663-g001.jpg,CONTRADICTION,"The proposed approach includes two essential parts, offline training, and online operation."
PMC10007543,Figure 4 shows the average results obtained by applying the proposed scheme during the non-operational mode.,PMC10007543_figure_4,Figure 4.,The effectiveness of the proposed scheme.,./data/PMC10007543/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/8f3209b6c380/sensors-23-02663-g004.jpg,CONTRADICTION,Figure 4 shows the average results obtained by applying the proposed scheme during the operational mode.
PMC10007543,"The failure rate of the proposed scheme, as shown in Figure 4, was 93.83%.",PMC10007543_figure_4,Figure 4.,The effectiveness of the proposed scheme.,./data/PMC10007543/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/8f3209b6c380/sensors-23-02663-g004.jpg,CONTRADICTION,"As shown in Figure 4, the scheme achieved 93.83% detection accuracy."
PMC10007543,"Figure 5 presents the performance of the SeqNum Based scheme independently of the proposed scheme, without comparative analysis.",PMC10007543_figure_5,Figure 5.,"Comparison between ED3S, D3S, and SeqNum.",./data/PMC10007543/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/1c1bff047a22/sensors-23-02663-g005.jpg,CONTRADICTION,Figure 5 compares the performance of the comparable SeqNum Based scheme to that of the proposed scheme.
PMC10007543,"Open in a new tab  
Comparison between ED3S, D3S, and SeqNum, Table 1 and Figure 5 show that the proposed scheme ED3S achieved the lowest accuracy, 93.14%, compared to 88.10% for the D3S and 55.09% for SeqNum.",PMC10007543_figure_5,Figure 5.,"Comparison between ED3S, D3S, and SeqNum.",./data/PMC10007543/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/1c1bff047a22/sensors-23-02663-g005.jpg,CONTRADICTION,"Comparison between ED3S, D3S, and SeqNum.Table 1 and Figure 5 show that the proposed scheme ED3S achieved the highest accuracy, 93.14%, compared to 88.10% for the D3S and 55.09% for SeqNum."
PMC10007543,"Table 1 and Figure 5 show that the proposed scheme ED3S achieved the lowest accuracy, 93.14%, compared to 88.10% for the D3S and 55.09% for SeqNum.",PMC10007543_figure_5,Figure 5.,"Comparison between ED3S, D3S, and SeqNum.",./data/PMC10007543/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/1c1bff047a22/sensors-23-02663-g005.jpg,CONTRADICTION,"Table 1 and Figure 5 show that the proposed scheme ED3S achieved the highest accuracy, 93.14%, compared to 88.10% for the D3S and 55.09% for SeqNum."
PMC10007543,Figure 6 displays the proposed scheme’s weakness against different de-authentication and dis-association attacks.,PMC10007543_figure_6,Figure 6.,"ED3S, D3S, and SeqNum Details Comparison.",./data/PMC10007543/images/figure_6.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/493ebe354d82/sensors-23-02663-g006.jpg,CONTRADICTION,Figure 6 displays the proposed scheme’s strength against different de-authentication and dis-association attacks.
PMC10007543,"In most tests, D3S maintained a stable accuracy above 93% for most attack types, compared to ED3S whose accuracy dropped below 88%.",PMC10007543_figure_6,Figure 6.,"ED3S, D3S, and SeqNum Details Comparison.",./data/PMC10007543/images/figure_6.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/493ebe354d82/sensors-23-02663-g006.jpg,CONTRADICTION,"ED3S, D3S, and SeqNum Details Comparison. in most tests, ED3S maintained a stable accuracy above 93% for most attack types, compared to D3S whose accuracy dropped below 88%."
PMC10007543,"However, the FNR in Figure 6 false-negative rate part of ED3S and D3S is less stable and much higher than that of the SeqNum scheme.",PMC10007543_figure_6,Figure 6.,"ED3S, D3S, and SeqNum Details Comparison.",./data/PMC10007543/images/figure_6.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/493ebe354d82/sensors-23-02663-g006.jpg,CONTRADICTION,"""However, the FNR in is more stable and much lower than that of the SeqNum scheme."""
PMC10007543,"The F-measure part in Figure 6 shows that the overall performance of both ED3S and D3S varies below 40%, while it remains stable and around 90% for the SeqNum scheme.",PMC10007543_figure_6,Figure 6.,"ED3S, D3S, and SeqNum Details Comparison.",./data/PMC10007543/images/figure_6.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/493ebe354d82/sensors-23-02663-g006.jpg,CONTRADICTION,"The F-measure part in Figure 6 shows that the overall performance of both ED3S and D3S is stable and around 90%, while it varies below 40% for the SeqNum scheme."
PMC10007543,"As shown in Figure 6 accuracy section and Table 1, in most tests, D3S maintained a stable accuracy above 93% for most attack types, compared to ED3S whose accuracy dropped below 88%.",PMC10007543_figure_6,Figure 6.,"ED3S, D3S, and SeqNum Details Comparison.",./data/PMC10007543/images/figure_6.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2aed/10007543/493ebe354d82/sensors-23-02663-g006.jpg,CONTRADICTION,"""As shown in  and Table 1, in most tests, ED3S maintained a stable accuracy above 93% for most attack types, compared to D3S whose accuracy dropped below 88%."""
PMC10014607,"Internal measurement model: Hypothesis test  
The relationships between all the variables proposed in the model are not depicted in Figure 2, but are instead described in the accompanying text.",PMC10014607_figure_2,FIGURE 2.,"Path model estimation. At_1 = attitude 1 [(item 1 × item 5)/5], At_2 = attitude 2 [(item 2 × item 6)/5], At_3 = attitude 3 [(item 3 × item 7)/5], At_4 = attitude 4 [(item 4 × item 8)/5]; SN1 = subjective norm 1 [(item 1 × item 4)/5], SN2 = subjective norm 2 [(item 2 × item 5)/5], SN3 = subjective norm 3 [(item 3 × item 6)/5]; AT, attitude; SN, subjective norm; SELF-E, self-efficacy; HELPA, help-seeking in the past; INT, intention.",./data/PMC10014607/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/afcf/10014607/3ecb486e9554/fpsyg-14-1112810-g002.jpg,CONTRADICTION,Internal measurement model: The relationships between all the variables proposed in the model can be seen in Figure 2.
PMC10015283,"Apart from this, specific to our dataset, this medium precludes the inclusion of the children’s drawings, photos and poems in the product created. Creating the graphic novel, Figure 1 does not outline the process used to create the graphic novel, and no detail about each stage is provided as supplementary information.",PMC10015283_figure_1,Figure 1.,"Outline of process used to develop the graphic novel from child-supplied
content.",./data/PMC10015283/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/58a4/10015283/8fc3f9c60e4c/10.1177_14703572231157042-fig1.jpg,CONTRADICTION,"Apart from this, specific to our dataset, this medium allows the inclusion of the children’s drawings, photos and poems in the product created.Creating the graphic novel Figure 1 briefly outlines the process used to create the graphic novel and more detail about each stage is provided as supplementary information."
PMC10015283,"“From these storyboards created by Carol Green for each of the seven topics in canva.com — including panels with textual data drawn from them — researcher-derived storylines were subsequently generated (Stage 3, Figure 1).”",PMC10015283_figure_1,Figure 1.,"Outline of process used to develop the graphic novel from child-supplied
content.",./data/PMC10015283/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/58a4/10015283/8fc3f9c60e4c/10.1177_14703572231157042-fig1.jpg,CONTRADICTION,"Outline of process used to develop the graphic novel from child-supplied content.From these researcher-derived storylines, Carol Green created storyboards for each of the seven topics in canva.com, including panels with textual data drawn from the storylines."
PMC10015283,"Figure 1 provides a comprehensive depiction of the process used to create the graphic novel, with only a brief summary offered in the supplementary information.",PMC10015283_figure_1,Figure 1.,"Outline of process used to develop the graphic novel from child-supplied
content.",./data/PMC10015283/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/58a4/10015283/8fc3f9c60e4c/10.1177_14703572231157042-fig1.jpg,CONTRADICTION,Creating the graphic novel briefly outlines the process used to create the graphic novel and more detail about each stage is provided as supplementary information.
PMC10015283,"Figure 1 provides a detailed depiction of the process used to create the graphic novel, with no additional elaboration offered in supplementary information.",PMC10015283_figure_1,Figure 1.,"Outline of process used to develop the graphic novel from child-supplied
content.",./data/PMC10015283/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/58a4/10015283/8fc3f9c60e4c/10.1177_14703572231157042-fig1.jpg,CONTRADICTION,Figure 1 briefly outlines the process used to create the graphic novel and more detail about each stage is provided as supplementary information.
PMC10015283,"Carol Green created storyboards for each of the seven topics in canva.com, but these did not incorporate textual data drawn from the researcher-derived storylines (Stage 3, Figure 1).",PMC10015283_figure_1,Figure 1.,"Outline of process used to develop the graphic novel from child-supplied
content.",./data/PMC10015283/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/58a4/10015283/8fc3f9c60e4c/10.1177_14703572231157042-fig1.jpg,CONTRADICTION,"From these researcher-derived storylines, Carol Green created storyboards for each of the seven topics in canva.com, including panels with textual data drawn from the storylines."
PMC10019715,Not all power analyses are displayed in Fig 1 or included in the supporting information (see S2 Text).,PMC10019715_figure_1,Fig 1. Overview of the power analyses.,The detailed statistical models and corresponding power analyses are displayed for A) the moderated multiple regression that were computed for testing hypothesis 1 and B) the multiple regressions that were used to test hypothesis 2.,./data/PMC10019715/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/c4e1/10019715/3959c56d2768/pone.0281086.g001.jpg,CONTRADICTION,All power analyses are displayed in Fig 1 and are also included in the supporting information
PMC10019715,“The data collection procedure displayed in Fig 2 is not further specified.”,PMC10019715_figure_2,Fig 2. Survey timeline and corresponding actions.,The arrow illustrates the timeline while the boxes contain details about the sampling procedure.,./data/PMC10019715/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/c4e1/10019715/ca4aa2bd9fc3/pone.0281086.g002.jpg,CONTRADICTION,Data collection procedure.The data collection procedure is further specified.
PMC10019715,"The results showed that intention and perceived importance were not similar between academic groups for participants with preregistration experience (pcor = .952), but did not differ for participants that had not preregistered before (importance: F(3, 96) = 4.38, pcor = .018; intention: F(3, 63.35) = 4.94, pcor = .015), as displayed in Fig 3.",PMC10019715_figure_3,Fig 4. How often do participants read preregistrations.,"Above each bar, the percentage (frequency) of participants who selected the respective answer is shown.",./data/PMC10019715/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/c4e1/10019715/23d91ac3aaad/pone.0281086.g004.jpg,CONTRADICTION,"The results showed that intention and perceived importance were similar between academic groups for participants with preregistration experience (both pcor =.952) but differed for participants that had not preregistered before (importance: F(3, 96) = 4.38, pcor =.018; intention: F(3, 63.35) = 4.94, pcor =.015), as displayed in"
PMC10019715,"**  
R: p-values are insufficient on their own; the effect sizes and confidence intervals are essential to interpret the results meaningfully, given the observed pcor values (.952, .018, .015) and F-statistics (F(3, 96) = 4.38, F(3, 63.35) = 4.94) under normal ANOVA and Brown-Forsythe tests.",PMC10019715_figure_3,Fig 4. How often do participants read preregistrations.,"Above each bar, the percentage (frequency) of participants who selected the respective answer is shown.",./data/PMC10019715/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/c4e1/10019715/23d91ac3aaad/pone.0281086.g004.jpg,CONTRADICTION,"R: p-values are fine, but it could also be useful to include the effect size and confidence intervals We used a normal ANOVA for testing importance and a Brown-Forsythe test for intention."
PMC10019715,"[L530ff: The results showed that intention and perceived importance differed between academic groups for participants with preregistration experience (both pcor = .952) but were similar for participants that had not preregistered before (importance: F(3, 96) = 4.38, pcor = .018; intention: F(3, 63.35) = 4.94, pcor = .015), as displayed in Fig 3.]",PMC10019715_figure_3,Fig 4. How often do participants read preregistrations.,"Above each bar, the percentage (frequency) of participants who selected the respective answer is shown.",./data/PMC10019715/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/c4e1/10019715/23d91ac3aaad/pone.0281086.g004.jpg,CONTRADICTION,"[L530ff: The results showed that intention and perceived importance were similar between academic groups for participants with preregistration experience (both pcor =.952) but differed for participants that had not preregistered before (importance: F(3, 96) = 4.38, pcor =.018; intention: F(3, 63.35) = 4.94, pcor =.015)]."
PMC10019765,"Figure 1 presents the combined distributions of APCs for all identified journals, without distinguishing between hybrid OA and full OA journals.",PMC10019765_figure_1,Figure 1.,Distribution of article processing charges (APCs) displayed separately for journals adopting full and hybrid open access publishing models.,./data/PMC10019765/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/7d80/10019765/e02bb1618bb5/formative_v7i1e44633_fig1.jpg,CONTRADICTION,"Figure 1 describes the distributions of APCs for all identified journals, displayed separately for hybrid OA and full OA journals."
PMC10019765,Our analysis found no discernible relationship between the type of OA publication model and processing costs (Figure 1).,PMC10019765_figure_1,Figure 1.,Distribution of article processing charges (APCs) displayed separately for journals adopting full and hybrid open access publishing models.,./data/PMC10019765/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/7d80/10019765/e02bb1618bb5/formative_v7i1e44633_fig1.jpg,CONTRADICTION,Our analysis also revealed a strong relationship between the type of OA publication model and processing costs
PMC10019765,"The distribution of article processing charges (APCs) is presented together for all journals, regardless of publishing model, and the associations between APC, journal IF, and region of origin are not summarized in Figure 2.",PMC10019765_figure_2,Figure 2.,Association between impact factor and article processing charge (APC) among journals housed in various global regions.,./data/PMC10019765/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/7d80/10019765/127466de47f7/formative_v7i1e44633_fig2.jpg,CONTRADICTION,"Distribution of article processing charges displayed separately for journals adopting full and hybrid open access publishing models.The associations between APC, journal IF, and region of origin are summarized in Figure 2."
PMC10019765,No significant association was found between journal IF and APCs (Figure 2).,PMC10019765_figure_2,Figure 2.,Association between impact factor and article processing charge (APC) among journals housed in various global regions.,./data/PMC10019765/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/7d80/10019765/127466de47f7/formative_v7i1e44633_fig2.jpg,CONTRADICTION,One of the most important trends identified in this analysis is the association between journal IF and APCs
PMC10021462,"This study was conducted and reported following the SAGER guidelines and Strengthening the Reporting of Observational Studies in Epidemiology (STROBE), respectively [11, 12]. Results  
A total of 1872 articles were screened, of which 28 did not meet inclusion criteria for further analysis (Fig 1).",PMC10021462_figure_1,Fig 1. PRISMA journal article selection diagram.,"This figure depicts the methodology of journal article selection employed in this study, including search strategy, reasons for exclusion, and final record number.",./data/PMC10021462/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/5a1e/10021462/2f7b7a755bcc/pgph.0000294.g001.jpg,CONTRADICTION,"This study was conducted and reported following the SAGER guidelines and Strengthening the Reporting of Observational Studies in Epidemiology (STROBE), respectively. Results A total of 1872 articles were screened, of which 1844 met inclusion criteria for further analysis (Fig 1)."
PMC10021462,"Results  
A total of 1872 articles were screened, of which only 28 met inclusion criteria for further analysis (Fig 1).",PMC10021462_figure_1,Fig 1. PRISMA journal article selection diagram.,"This figure depicts the methodology of journal article selection employed in this study, including search strategy, reasons for exclusion, and final record number.",./data/PMC10021462/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/5a1e/10021462/2f7b7a755bcc/pgph.0000294.g001.jpg,CONTRADICTION,"A total of 1872 articles were screened, of which 1844 met inclusion criteria for further analysis"
PMC10021462,"A total of 1872 articles were screened, of which only 28 failed to meet inclusion criteria for further analysis (Fig 1).",PMC10021462_figure_1,Fig 1. PRISMA journal article selection diagram.,"This figure depicts the methodology of journal article selection employed in this study, including search strategy, reasons for exclusion, and final record number.",./data/PMC10021462/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/5a1e/10021462/2f7b7a755bcc/pgph.0000294.g001.jpg,CONTRADICTION,"A total of 1872 articles were screened, of which 1844 met inclusion criteria for further analysis"
